,Site,Tag
26,https://www.halte-pouce.fr/ressources/POIL-DE-PAROLE-Mediation-animale,"                                  Associations & handicap  
                                         Sports & Loisirs  
                       
                  "
27,https://www.halte-pouce.fr/ressources/Association-Cap-A-Cites-a,"                                  Associations & handicap  
                                         Emploi & Formations   
                       
                  "
28,https://www.halte-pouce.fr/ressources/Handicap-evasion-La-randonnee-pour,"                                  Associations & handicap  
                                         Sports & Loisirs  
                                         Vacances  
                       
                  "
29,https://www.halte-pouce.fr/ressources/Eveil-et-partage-gites-de-vacances-pour-sejours-adaptes,"                                  Accueil - Établissements - Services   
                                         Associations & handicap  
                                         Modes d’accueils alternatifs  
                                         Vacances  
                       
                  "
30,https://www.halte-pouce.fr/ressources/vacances-adaptees-avec-lassociation-je-fais-ce-que-je-veux-jfjv,"                                  Accueil - Établissements - Services   
                                         Associations & handicap  
                                         Vacances  
                       
                  "
31,https://www.halte-pouce.fr/ressources/association-regains-sejours-we-pour-adulte-handicapes-mentaux,"                                  Modes d’accueils alternatifs  
                                         Vacances  
                                         Vie quotidienne & pratique  
                       
                  "
32,https://www.halte-pouce.fr/ressources/acces-aux-soins-des-personnes-en-situation-de-handicap-handiconsult34,"                                  Accueil - Établissements - Services   
                                         Santé  
                                         Vie quotidienne & pratique  
                       
                  "
33,https://www.halte-pouce.fr/ressources/Equipe-relais-handicaps-rares,"                                  Accueil - Établissements - Services   
                                         Associations & handicap  
                                         Santé  
                       
                  "
34,https://www.halte-pouce.fr/ressources/RESEAU-MALADIES-RARES-MEDITERRANEE,"                                  Associations & handicap  
                       
                  "
35,https://www.halte-pouce.fr/ressources/sexualite-handicap-association-aparsa,"                                  Associations & handicap  
                                         Santé  
                       
                  "
36,https://www.halte-pouce.fr/ressources/letape-aides-techniques-et-perte-dautonomie,"                                  Associations & handicap  
                                         Matériel Bricolage  
                                         Vie quotidienne & pratique  
                       
                  "
37,https://www.halte-pouce.fr/ressources/une-maison-daccueil-des-familles-de-malade-la-pasquiere,"                                  Accueil - Établissements - Services   
                                         Santé  
                       
                  "
38,https://www.halte-pouce.fr/ressources/le-clos-de-la-fontaine-aide-aux-aidants,"                                  Associations & handicap  
                                         Vie quotidienne & pratique  
                       
                  "
39,https://www.halte-pouce.fr/ressources/psychologue-clinicienne-et-lsf-genevieve-sancho,"                                  Associations & handicap  
                                         Santé  
                                         Vie quotidienne & pratique  
                       
                  "
40,https://www.halte-pouce.fr/ressources/profitez-davantage-des-activites-en-milieu-ordinaire,"                                  Sports & Loisirs  
                                         Vacances  
                                         Vie culturelle  
                                         Vie quotidienne & pratique  
                       
                  "
41,https://www.halte-pouce.fr/ressources/les-antennes-de-la-solidarite-pres-de-chez-vous,"                                  Accueil - Établissements - Services   
                                         Santé  
                                         Scolarité  
                                         Vie quotidienne & pratique  
                       
                  "
