,Unnamed: 0,SECTEUR,SOUS-SECTEUR,CIBLE,AGE-MIN,AGE-MAX,NOM,ADRESSE,LATITUDE,LONGITUDE,MAIL,TELEPHONE,LIEN,Longitude,Latitude,Adresse
111,111,ULIS,,ENFANT,,,ULIS ECOLE MARIO ROUSTAN,RUE ARCHIMEDE 34130 MAUGUIO,,,,04 67 29 54 68,,4.015826,43.618471,"Rue Archimede, 34130 Mauguio"
112,112,ULIS,,ENFANT,,,ULIS ECOLE OLONZAC,AVENUE DE PEPIEUX 34210 OLONZAC,,,,04 68 91 32 42,,2.71654,43.286956,"Avenue de Pépieux, 34210 Olonzac"
113,113,ULIS,,ENFANT,,,ULIS ECOLE PAUL BERT,"2, RUE DE VILLEFRANCHE 34200 SETE",,,,04 67 46 09 87,,3.693281,43.400788,"2 Rue Villefranche, 34200 Sète"
114,114,ULIS,,ENFANT,,,ULIS ECOLE PAUL BERT,"11, RUE AUGUSTE COMTE 34110 SERIGNAN",,,,04 67 32 14 51,,3.720633,43.42403,"Rue Auguste Rodin, 34110 Frontignan"
115,115,ULIS,,ENFANT,,,ULIS ECOLE PAUL LANGEVIN,"5, RUE DE CLEMENTVILLE 34000 MONTPELLIER",,,,04 67 92 85 70,,3.854371,43.610934,"5 Rue de Clémentville, 34070 Montpellier"
116,116,ULIS,,ENFANT,,,ULIS ECOLE PELLISSON,RUE PIERRE CURIE 34500 BEZIERS,,,,04 67 31 67 42,,3.217088,43.351309,"Rue Pierre Curie, 34500 Béziers"
117,117,ULIS,,ENFANT,,,ULIS ECOLE PINTAT-LES OISEAUX,RUE JULES DALOU 34500 BEZIERS,,,,04 67 31 25 17,,3.210085,43.347949,"Rue Jules Dalou, 34500 Béziers"
118,118,ULIS,,ENFANT,,,ULIS ECOLE SIGMUND FREUD,"2, RUE DES TOURTERELLES 34090 MONTPELLIER",,,,04 67 72 42 53,,3.879302,43.626243,"2 Rue des Tourterelles, 34090 Montpellier"
119,119,ULIS,,ENFANT,,,ULIS ECOLE TERRES BLANCHES,RUE JULES FERRY 34110 FRONTIGNAN,,,,04 67 18 50 94,,3.748364,43.44667,"Rue Jules Ferry, 34110 Frontignan"
120,120,ULIS,,ENFANT,,,ULIS ECOLE VICTOR HUGO,RUE GENERAL RIU 34000 MONTPELLIER,,,,04 67 65 64 80,,3.882306,43.604619,"Rue Général Riu, 34000 Montpellier"
121,121,ULIS,,ENFANT,,,ULIS ECOLE VICTOR HUGO,AVENUE DU 8 MAI 1945 34550 BESSAN,,,,04 67 77 42 56,,3.424714,43.361338,"Avenue du 8 Mai 1945, 34550 Bessan"
122,122,ULIS,,ENFANT,,,ULIS ECOLE VICTOR HUGO,RUE DU CALVAIRE 34830 CLAPIERS,,,,04 67 55 90 06,,3.88887,43.657895,"Rue du Calvaire, 34830 Clapiers"
123,123,ULIS,,ENFANT,,,ULIS ECOLE VICTOR HUGO,"9, AVENUE VICTOR HUGO 34400 LUNEL",,,,04 67 87 83 82,,4.133696,43.67695,"Avenue Victor Hugo, 34400 Lunel"
124,124,ULIS,,ENFANT,,,ULIS ECOLE VOLTAIRE,"157, RUE HENRI SELLIER 34070 MONTPELLIER",,,,04 67 47 19 65,,3.863407,43.595438,"157 Rue Henri Sellier, 34070 Montpellier"
125,125,ULIS,,ENFANT,,,ULIS ECOLE WINSTON CHURCHILL,"424, RUE DU LAVANDIN 34070 MONTPELLIER",,,,04 67 42 54 64,,3.854728,43.599762,"424 Rue du Lavandin, 34070 Montpellier"
126,126,ULIS,,ENFANT,,,ULIS COLLEGE AMBRUSSUM,"45, AVENUE LOUIS MEDARD 34400 LUNEL",,,,04 67 71 51 10,,4.133683,43.688125,"45 Avenue Louis Medard, 34400 Lunel"
127,127,ULIS,,ENFANT,,,ULIS COLLEGE ARTHUR RIMBAUD,2 RUE MARIUS PETIPA 34080 MONTPELLIER,,,,04 67 75 43 90,,3.821417,43.615829,"Rue Marius Petipa, 34080 Montpellier"
128,128,ULIS,,ENFANT,,,ULIS COLLEGE CROIX DARGENT," 361, RUE DE LARNEL 34070 MONTPELLIER""",,,,04 67 42 94 15,,3.862536,43.605655,"Rue de Claret, 34070 Montpellier"
129,129,ULIS,,ENFANT,,,ULIS COLLEGE DE LA VOIE DOMITIENNE,BP 14 34920 LE CRES,,,,04 67 70 32 78,,3.937211,43.652788,"Le Crès, 34920 Le Crès"
130,130,ULIS,,ENFANT,,,ULIS COLLEGE DU JEU DE MAIL,"5, AVENUE BERTIN SANS 34000 MONTPELLIER",,,,04 67 52 11 50,,3.864889,43.627545,"5 Avenue Emile Bertin-sans, 34090 Montpellier"
131,131,ULIS,,ENFANT,,,ULIS COLLEGE DU SALAGOU," 7 AVENUE PAUL VALERY 34800 CLERMONT LHERAULT""",,,,04 67 96 04 31,,3.431443,43.632893,"Avenue Paul Valery, 34800 Clermont-l'Hérault"
132,132,ULIS,,ENFANT,,,ULIS COLLEGE FERDINAND FABRE,"CITE MIXTE FERDINAND FABRE 2, RUE JEAN MOULIN 34600 BEDARIEUX",,,,04 67 23 30 60,,3.1561,43.613808,"2 Boulevard Jean Moulin, 34600 Bédarieux"
133,133,ULIS,,ENFANT,,,ULIS COLLEGE FRANCOIS MITTERRAND,"380, AVENUE DE CASTELNAU 34830 CLAPIERS",,,,04 67 55 90 20,,3.895643,43.653099,"380 Avenue de Castelnau, 34830 Clapiers"
134,134,ULIS,,ENFANT,,,ULIS COLLEGE FRANCOIS RABELAIS,"200, RUE DE MALBOSC 34080 MONTPELLIER",,,,04 99 77 21 21,,3.832128,43.626004,"200 Rue de Malbosc, 34080 Montpellier"
135,135,ULIS,,ENFANT,,,ULIS COLLEGE FREDERIC BAZILLE,"170, AVENUE DU 8 MAI 1945 34170 CASTELNAU LE LEZ",,,,04 67 79 74 10,,3.908234,43.633556,"170 Avenue du 8 Mai 1945, 34170 Castelnau-le-Lez"
136,136,ULIS,,ENFANT,,,ULIS COLLEGE GEORGES BRASSENS,AVENUE DU MEJEAN 34970 LATTES,,,,04 67 22 08 94,,3.90076,43.565485,"Avenue du Mejean, 34970 Lattes"
137,137,ULIS,,ENFANT,,,ULIS COLLEGE GERARD PHILIPE,"686, AVENUE DU PONT TRINQUAT 34070 MONTPELLIER",,,,04 67 65 64 64,,3.891841,43.597649,"686 Avenue du Pont Trinquat, 34070 Montpellier"
138,138,ULIS,,ENFANT,,,ULIS COLLEGE JEAN BENE,1 AVENUE PAUL VIDAL DE LA BLACHE 34120 PEZENAS,,,,04 67 98 11 55,,3.41636,43.459201,"1 Avenue Paul Vidal de la Blache, 34120 Pézenas"
139,139,ULIS,,ENFANT,,,ULIS COLLEGE JEAN JAURES,"10 BIS, AVENUE DU GENERAL DE GAULLE 34140 MEZE",,,,04 67 43 81 00,,3.60287,43.426096,"10 bis Avenue General de Gaulle, 34140 Mèze"
140,140,ULIS,,ENFANT,,,ULIS COLLEGE KATIA ET MAURICE KRAFFT,BOULEVARD YVES DE MANOIR 34513 BEZIERS CEDEX,,,,04 67 76 18 66,,3.247045,43.337445,"Boulevard Yves du Manoir, 34500 Béziers"
141,141,ULIS,,ENFANT,,,ULIS COLLEGE LAS CAZES,"420, RUE CROIX DE LAS CAZES 34080 MONTPELLIER",,,,04 67 04 39 39,,3.848302,43.617319,"420 Rue de la Croix de Las Cazes, 34000 Montpellier"
142,142,ULIS,,ENFANT,,,ULIS COLLEGE LE BERANGE,"21, AVENUE CONTR\xc3\x94LE 34670 BAILLARGUES",,,,04 67 70 13 51,,4.017822,43.66592,"21 Allee Leon Cordes, 34670 Baillargues"
143,143,ULIS,,ENFANT,,,ULIS COLLEGE LES ARBOURYS,RUE DE LA PROMENADE 34480 MAGALAS,,,,04 67 62 31 70,,3.223396,43.471284,"Rue de la Promenade, 34480 Magalas"
144,144,ULIS,,ENFANT,,,ULIS COLLEGE LES DEUX PINS,"6, RUE MAURICE CLAVEL 34113 FRONTIGNAN",,,,04 67 18 69 50,,3.751757,43.45335,"6 Rue Maurice Clavel, 34110 Frontignan"
145,145,ULIS,,ENFANT,,,ULIS COLLEGE LES ESCHOLIERS DE LA MOSSON,"70, AVENUE DU BITERROIS 34184 MONTPELLIER",,,,04 67 10 47 30,,3.822002,43.632558,"70 Avenue du Biterrois, 34080 Montpellier"
146,146,ULIS,,ENFANT,,,ULIS COLLEGE LOUISE MICHEL,PLACE JULES FERRY 34190 GANGES,,,,04 67 73 81 01,,3.705277,43.936302,"Place Jules Ferry 1832 1893, 34190 Ganges"
147,147,ULIS,,ENFANT,,,ULIS COLLEGE LUCIE AUBRAC,"4, RUE DE JUSSIEU 34500 BEZIERS",,,,04 99 43 20 50,,3.222346,43.352863,"4 Rue Antoine de Jussieu, 34500 Béziers"
148,148,ULIS,,ENFANT,,,ULIS COLLEGE MARCEL PAGNOL,RUE EMILE TURCO 34410 SERIGNAN,,,,04 67 39 99 99,,3.272581,43.277013,"Rue Emile Turco, 34410 Sérignan"
149,149,ULIS,,ENFANT,,,ULIS COLLEGE MARIE CURIE,RUE DES CONDAMINES 34570 PIGNAN,,,,04 67 47 61 35,,3.762923,43.581235,"Rue des Condamines, 34570 Pignan"
150,150,ULIS,,ENFANT,,,ULIS COLLEGE PAUL BERT,"20, AVENUE DE LA REPUBLIQUE 34310 CAPESTANG",,,,04 67 49 82 22,,3.041231,43.329119,"20 Avenue de la Republique, 34310 Capestang"
151,151,ULIS,,ENFANT,,,ULIS COLLEGE PAUL RIQUET,PLACE GENERAL DE GAULLE 34500 BEZIERS,,,,04 99 43 26 30,,3.218256,43.345108,"Place General de Gaulle, 34500 Béziers"
152,152,ULIS,,ENFANT,,,ULIS COLLEGE PIERRE DELEY,AVENUE DE FLORENSAC 34340 MARSEILLAN,,,,04 67 35 30 70,,3.527243,43.359239,"Avenue de Florensac, 34340 Marseillan"
153,153,ULIS,,ENFANT,,,ULIS COLLEGE RAY CHARLES,RUE DES COUSSES 34690 FABREGUES,,,,04 67 85 63 40,,3.785751,43.555551,"Rue des Cousses, 34690 Fabrègues"
154,154,ULIS,,ENFANT,,,ULIS COLLEGE RENE CASSIN,RUE BALTHAZAR FLORET 34300 AGDE,,,,04 67 01 08 10,,3.480256,43.311733,"Rue Balthazar Floret, 34300 Agde"
155,155,ULIS,,ENFANT,,,ULIS COLLEGE ROGER CONTREPAS,AVENUE EDMOND ROSTANG 34590 MARSILLARGUES,,,,04 67 83 42 80,,4.174287,43.666528,"Avenue Edmond Rostand, 34590 Marsillargues"
156,156,ULIS,,ENFANT,,,ULIS COLLEGE SIMONE DE BEAUVOIR,ZONE ARTISANALE DE LA PEYRADE 34110 FRONTIGNAN LA PEYRADE,,,,04 67 80 91 00,,3.716674,43.424436,"Zone d'Activite la Peyrade, 34110 Frontignan"
157,157,ULIS,,ENFANT,,,ULIS COLLEGE VICTOR HUGO,AVENUE DE LA GARE 34550 BESSAN,,,,04 67 00 28 28,,3.422615,43.36114,"Avenue de la Gare, 34550 Bessan"
158,158,ULIS,,ENFANT,,,ULIS COLLEGE VICTOR HUGO,QUAI FRANCOIS MAILLOL 34200 SETE,,,,04 67 74 76 20,,3.700607,43.407921,"Quai Francois Maillol, 34200 Sète"
159,159,ULIS,,ENFANT,,,ULIS COLLEGE VINCENT BADIE,AVENUE GILBERT SENES 34570 MONTARNAUD,,,,04 99 62 31 70,,3.698299,43.649023,"Avenue Gilbert Senès, 34570 Montarnaud"
160,160,ULIS,,ENFANT,,,ULIS EREA-LEA JEAN JACQUES ROUSSEAU,AVENUE DE LA COLLINE 34075 MONTPELLIER,,,,04 67 10 41 41,,3.841731,43.608565,"Avenue de la Colline, 34070 Montpellier"
161,161,ULIS,,ENFANT,,,ULIS LYCEE JEAN MERMOZ,"717, AVENUE JEAN MERMOZ 34000 MONTPELLIER",,,,04 67 20 60 00,,3.89033,43.610748,"717 Avenue Jean Mermoz, 34000 Montpellier"
162,162,ULIS,,ENFANT,,,ULIS LYCEE PROFESSIONNEL CHARLES ALLIES,"24, BOULEVARD JOLIOT CURIE 34120 PEZENAS",,,,04 67 90 44 20,,3.417283,43.456343,"24 Boulevard Joliot Curie, 34120 Pézenas"
163,163,ULIS,,ENFANT,,,ULIS LYCEE PROFESSIONNEL CHARLES DE GAULLE,"19, BOULEVARD JOLIOT CURIE BP 167 34203 SETE",,,,04 67 18 66 66,,3.666852,43.396673,"19 Boulevard Joliot Curie, 34200 Sète"
164,164,ULIS,,ENFANT,,,ULIS LYCEE PROFESSIONNEL GEORGES FRECHE,"401, RUE TITIEN 34000 MONTPELLIER",,,,04 67 13 05 05,,3.911644,43.604323,"401 Rue le Titien, 34000 Montpellier"
165,165,ULIS,,ENFANT,,,ULIS LYCEE PROFESSIONNEL JEAN MOULIN,"19, AVENUE MARTYRS DE LA RESISTANCE 34500 BEZIERS",,,,04 67 35 59 35,,3.233478,43.34327,"19 Av des Martyrs de la Resistance, 34500 Béziers"
166,166,ULIS,,ENFANT,,,ULIS LYCEE PROFESSIONNEL JULES FERRY,"270, AVENUE DE LA COLLINE 34070 MONTPELLIER CEDEX 3",,,,04 67 10 74 01,,3.841885,43.606744,"270 Avenue de la Colline, 34070 Montpellier"
167,167,ULIS,,ENFANT,,,ULIS LYCEE PROFESSIONNEL MENDES FRANCE,"380, RUE DU MAS DE BROUSSE CS 26037 34060 MONTPELLIER",,,,04 67 13 35 00,,3.917809,43.601149,"Rue du Mas de Brousse, 34000 Montpellier"
168,168,ULIS,,ENFANT,,,ULIS LYCEE VICTOR HUGO,"527, ZAC LA PETITE CAMARGUE 34400 LUNEL",,,,04 99 13 70 30,,4.145526,43.688944,"527 ZAC la Petite Camargue, 34400 Lunel"
169,169,ÉTABLISSEMENTS,,ADULTE,,,MAS ALEXANDRE JOLLIEN (ANCIENNEMENT LAMALOU LE HAUT),ROUTE DE SAINT GERVAIS COMBES 34240 LAMALOU LES BAINS,,,,04 67 95 75 30,,3.081001,43.602645,"Impasse du Combe, 34240 Lamalou-les-Bains"
170,170,ÉTABLISSEMENTS,,ADULTE,,,MAS APARD - CENTRE APIGHREM,"4, RUE DES OURGOUILLOUS 34270 SAINT MATHIEU DE TREVIERS",,,,04 67 55 16 00,,3.871408,43.766369,"4 Rue des Orgueillous, 34270 Saint-Mathieu-de-Tréviers"
171,171,ÉTABLISSEMENTS,,ADULTE,,,MAS CAMILLE CLAUDEL," RUE HECTOR BERLIOZ 34800 CLERMONT LHERAULT""",,,,04 67 88 42 45,,3.421587,43.627322,"Rue Hector Berlioz, 34800 Clermont-l'Hérault"
172,172,ÉTABLISSEMENTS,,ADULTE,,,MAS CENTRE SAINT PIERRE,BP 15 34290 MONTBLANC,,,,04 67 98 50 07,,3.364622,43.398616,"Montblanc, 34290 Montblanc"
173,173,ÉTABLISSEMENTS,,ADULTE,,,MAS DE MONTFLOURES,TRAVERSE DE COLOMBIERS 34500 BEZIERS,,,,04 67 49 89 62,,3.191872,43.331747,"Traverse de Colombiers, 34500 Béziers"
174,174,ÉTABLISSEMENTS,,ADULTE,,,MAS DU CENTRE PAUL COSTE FLORET,BP 3 34240 LAMALOU LES BAINS,,,,04 67 23 55 00,,3.084148,43.597224,"Lamalou-les-Bains, 34240 Lamalou-les-Bains"
175,175,ÉTABLISSEMENTS,,ADULTE,,,MAS FONTCOLOMBE,"509, RUE DE CHATEAU BON 34080 MONTPELLIER",,,,04 67 13 41 20,,3.820086,43.618304,"Rue de Font Caude, 34080 Montpellier"
176,176,ÉTABLISSEMENTS,,ADULTE,,,MAS LA PARAGE,15 RUE DES AIGUES VIVES - BP52 34725 SAINT ANDRE DE SANGONIS,,,,04 67 57 00 50,,3.504845,43.640665,"15 Rue des Aigues Vives, 34725 Saint-André-de-Sangonis"
177,177,ÉTABLISSEMENTS,,ADULTE,,,MAS LES IV SEIGNEURS,"1082, AVENUE DU PIC SAINT LOUP 34090 MONTPELLIER",,,,04 67 63 38 62,,3.850784,43.638933,"1082 Avenue du Pic Saint Loup, 34090 Montpellier"
178,178,ÉTABLISSEMENTS,,ADULTE,,,MAS LES SOLEILS (ANCIENNEMENT PROPARA),"263, RUE DU CADUCEE  PARC EUROMEDECINE 34090 MONTPELLIER",,,,04 67 04 67 04,,3.832599,43.643574,"263 Rue du Caducée, 34090 Montpellier"
179,179,ÉTABLISSEMENTS,,ADULTE,,,MAS PAYS DE THAU,"1, AVENUE DU PIN 34140 MEZE",,,,04 99 57 23 10,,3.594939,43.421256,"1 Avenue des Pins, 34140 Mèze"
180,180,ÉTABLISSEMENTS,,ADULTE,,,MAS PERCE NEIGE,"569, AVENUE GEORGES FRECHE (ANCIEN CHEMIN DU MAS DE ROCHET) 34170 CASTELNAU LE LEZ",,,,04 67 99 80 30,,,,
181,181,ÉTABLISSEMENTS,,ADULTE,,,MAS SAINT VITAL,34240 COMBES,,,,04 67 23 52 00,,3.056759,43.604854,"Combes, 34240 Combes"
182,182,ÉTABLISSEMENTS,,ADULTE,,,FAM APARD - CENTRE APIGHREM,4 RUE DES OURGOUILLOUS  Z.A. LES AVANTS 34270 SAINT MATHIEU DE TREVIERS,,,,04 67 55 16 00,,3.866667,43.76587,"Rue des Avants, 34270 Saint-Mathieu-de-Tréviers"
183,183,ÉTABLISSEMENTS,,ADULTE,,,FAM ARCHIPEL DE MASSANE,"1855, RUE DE SAINT-PRIEST 34090 MONTPELLIER",,,,04 99 77 26 40,,3.831055,43.638882,"1855 Rue Saint-priest, 34090 Montpellier"
184,184,ÉTABLISSEMENTS,,ADULTE,,,FAM CENTRE SAINT PIERRE,BP 15 34290 MONTBLANC,,,,04 67 98 50 07,,3.364622,43.398616,"Montblanc, 34290 Montblanc"
185,185,ÉTABLISSEMENTS,,ADULTE,,,FAM DE MONTFLOURES,TRAVERSE DE COLOMBIERS 34500 BEZIERS,,,,04 67 49 89 54,,3.191872,43.331747,"Traverse de Colombiers, 34500 Béziers"
186,186,ÉTABLISSEMENTS,,ADULTE,,,FAM DOMAINE DE LA BRUYERE,DEPARTEMENTALE 171 34400 SAINT CHRISTOL,,,,04 67 86 48 09,,4.063055,43.702583,"Chemin Departemental 171, 34400 Entre-Vignes"
187,187,ÉTABLISSEMENTS,,ADULTE,,,FAM DU MILLENAIRE,"341, RUE HIPPOLYTE FIZEAU -  ZAC DU MILLENAIRE 34000 MONTPELLIER",,,,04 67 20 21 15,,3.913084,43.614444,"341 Rue Hippolyte Fizeau, 34000 Montpellier"
188,188,ÉTABLISSEMENTS,,ADULTE,,,FAM FRESCATIS," 5, CHEMIN DAPPRAT BP 35 34220 SAINT PONS DE THOMIERES""",,,,04 67 97 90 70,,2.756581,43.489345,"5 Chemin des Portes, 34220 Saint-Pons-de-Thomières"
189,189,ÉTABLISSEMENTS,,ADULTE,,,FAM ISABELLE MARIE," RUE DU PUIT DE LAMOUR 34310 QUARANTE""",,,,04 67 89 43 25,,2.957729,43.345851,"Rue du Puits de l'Amour, 34310 Quarante"
190,190,ÉTABLISSEMENTS,,ADULTE,,,FAM LE GUILHEM,"1804, AVENUE DU PERE SOULAS 34000 MONTPELLIER",,,,04 99 23 27 51,,3.84971,43.625814,"1804 Avenue du Père Soulas, 34090 Montpellier"
191,191,ÉTABLISSEMENTS,,ADULTE,,,FAM LE HAMEAU DES HORIZONS,"41, PLAN DES GARRIGUES 34830 CLAPIERS",,,,04 67 59 99 15,,3.891134,43.649822,"41 Plan des Garrigues, 34830 Clapiers"
192,192,ÉTABLISSEMENTS,,ADULTE,,,FAM LES COTEAUX DE SESAME,"1, ROUTE DE MARGON 34480 POUZOLLES",,,,04 99 57 20 90,,3.286467,43.481496,"1 Route de Margon, 34480 Pouzolles"
193,193,ÉTABLISSEMENTS,,ADULTE,,,FAM LES FONTAINES DO,"71, RUE HENRI NOGUERES  PARC EUROMEDECINE 34090 MONTPELLIER",,,,04 67 40 73 50,,3.832726,43.637058,"71 Rue Henri Noguères, 34090 Montpellier"
194,194,ÉTABLISSEMENTS,,ADULTE,,,FAM LES IV SEIGNEURS,"1082, AVENUE DU PIC SAINT LOUP 34090 MONTPELLIER",,,,04 67 63 38 62,,3.850784,43.638933,"1082 Avenue du Pic Saint Loup, 34090 Montpellier"
195,195,ÉTABLISSEMENTS,,ADULTE,,,FAM MAISON PERCE NEIGE,"569, AVENUE GEORGES FRECHE (ANCIEN CHEMIN DU MAS DE ROCHET) 34170 CASTELNAU LE LEZ",,,,04 67 99 80 30,,,,
196,196,ÉTABLISSEMENTS,,ADULTE,,,FAM ROBERT FALIU,PLAISANCE 34610 SAINT GENIES DE VARENSAL,,,,04 67 23 33 23,,3.004367,43.671623,"Lieu Dit Plaisance, 34610 Saint-Geniès-de-Varensal"
197,197,ÉTABLISSEMENTS,,ADULTE,,,FAM STRUCTURE HENRI WALLON,"285, RUE ROBERT KOCH  PARC EUROMEDECINE 2 34080 MONTPELLIER",,,,04 99 13 34 20,,,,
198,198,ÉTABLISSEMENTS,,ADULTE,,,FOYER DE VIE ARCHIPEL DE MASSANE,"1855, RUE DE SAINT PRIEST  PARC EUROMEDECINE 34090 MONTPELLIER",,,,04 99 77 26 40,,3.831055,43.638882,"1855 Rue Saint-priest, 34090 Montpellier"
199,199,ÉTABLISSEMENTS,,ADULTE,,,FOYER DE VIE CANTAUSSELS (INTERNAT),TRAVERSE DE COLOMBIERS 34500 BEZIERS,,,,04 67 49 89 65,,3.191872,43.331747,"Traverse de Colombiers, 34500 Béziers"
200,200,ÉTABLISSEMENTS,,ADULTE,,,FOYER DE VIE CANTAUSSELS MONTFLOURES,RUE DE CANTAUSSELS 34440 NISSAN LEZ ENSERUNE,,,,04 67 49 89 65,,3.129318,43.286761,"Chemin de Cantaussils, 34440 Nissan-lez-Enserune"
201,201,ÉTABLISSEMENTS,,ADULTE,,,FOYER DE VIE CENTRE HERAULT," 2, RUE DE LEGALITE 34120 NEZIGNAN LEVEQUE""",,,,04 67 90 43 23,,3.404986,43.421977,"Rue de l'Egalité, 34120 Nézignan-l'Évêque"
202,202,ÉTABLISSEMENTS,,ADULTE,,,FOYER DE VIE DANIEL MAYER,CHEMIN DES ALICANTES 34400 LUNEL,,,,04 67 91 28 70,,4.124088,43.664082,"Chemin des Alicantes, 34400 Lunel"
203,203,ÉTABLISSEMENTS,,ADULTE,,,FOYER DE VIE ESPACE CAMILLE CLAUDEL," ZAC DE FONTENAY RUE HECTOR BERLIOZ 34800 CLERMONT LHERAULT""",,,,04 67 88 42 45,,3.470754,43.603592,"ZAC la Salamane, 34800 Clermont-l'Hérault"
204,204,ÉTABLISSEMENTS,,ADULTE,,,FOYER DE VIE FRESCATIS," CHEMIN DAPPRAT BP 35 34220 SAINT PONS DE THOMIERES""",,,,04 67 97 90 70,,2.762686,43.48962,"Chemin du Roucas, 34220 Saint-Pons-de-Thomières"
205,205,ÉTABLISSEMENTS,,ADULTE,,,FOYER DE VIE HENRI WALLON,"285, RUE ROBERT KOCH  PARC EUROMEDECINE II 34080 MONTPELLIER",,,,04 99 13 34 20,,,,
206,206,ÉTABLISSEMENTS,,ADULTE,,,FOYER DE VIE ISABELLE MARIE," RUE DU PUITS DE LAMOUR 34310 QUARANTE""",,,,04 67 89 43 25,,2.957729,43.345851,"Rue du Puits de l'Amour, 34310 Quarante"
207,207,ÉTABLISSEMENTS,,ADULTE,,,FOYER DE VIE JEAN PIAGET,"13, RUE MICHEL CLERC 34110 FRONTIGNAN LA PEYRADE",,,,04 67 18 45 80,,3.722788,43.429553,"13 Rue Michel Clerc la Peyrade, 34110 Frontignan"
208,208,ÉTABLISSEMENTS,,ADULTE,,,FOYER DE VIE LHORIZON,"7, AVENUE DE CASTELNAU 34090 MONTPELLIER",,,,04 67 72 69 00,,3.880371,43.620052,"7 Avenue de Castelnau, 34090 Montpellier"
209,209,ÉTABLISSEMENTS,,ADULTE,,,FOYER DE VIE LE PARC (INTERNAT),"227, RUE DU MAS DE VILLARET CS 35032 34076 MONTPELLIER",,,,04 67 27 10 70,,3.864538,43.591303,"227 Rue du Mas de Villaret, 34070 Montpellier"
210,210,ÉTABLISSEMENTS,,ADULTE,,,FOYER DE VIE LES ARAMONS,63/175 RUE DU CADUCEE  PARC EUROMEDECINE 34195 MONTPELLIER,,,,04 67 04 43 88,,3.8335,43.643267,"175 Rue du Caducée, 34090 Montpellier"
211,211,ÉTABLISSEMENTS,,ADULTE,,,FOYER DE VIE LES ECUREUILS,"268, RUE DU CADUCEE  PARC EUROMEDECINE 34195 MONTPELLIER",,,,04 67 41 81 60,,3.835139,43.642663,"Rue du Caducée, 34090 Montpellier"
212,212,ÉTABLISSEMENTS,,ADULTE,,,FOYER DE VIE LES TERRES BLANCHES (EXTERNAT),"1804, AVENUE DU PERE SOULAS 34090 MONTPELLIER",,,,04 99 23 22 50,,3.84971,43.625814,"1804 Avenue du Père Soulas, 34090 Montpellier"
213,213,ÉTABLISSEMENTS,,ADULTE,,,FOYER DE VIE MARQUEROSE (INTERNAT),"162, RUE MARQUEROSE 34000 MONTPELLIER",,,,04 67 41 81 60,,3.872357,43.590481,"162 Rue de la Marquerose, 34070 Montpellier"
214,214,ÉTABLISSEMENTS,,ADULTE,,,FOYER DE VIE THIERRY ALBOUY,10 RUE EVARISTE GALOIS  BP 3073 34514 BEZIERS,,,,04 67 35 84 84,,3.248739,43.327917,"10 Rue Evariste Galois, 34500 Béziers"
215,215,ÉTABLISSEMENTS,,ADULTE,,,FOYER ESAT CENTRE HERAULT,"10, RUE LAENNEC  BP 100 34120 PEZENAS",,,,04 67 90 43 23,,3.422997,43.455944,"10 Rue Rene Laennec, 34120 Pézenas"
216,216,ÉTABLISSEMENTS,,ADULTE,,,FOYER ESAT DU PLATEAU DES LACS,"19, LOTISSEMENT RIEUCROS 34330 LA SALVETAT SUR AGOUT",,,,04 67 97 87 90,,2.697448,43.602328,"19 Rue Rieucros, 34330 La Salvetat-sur-Agout"
217,217,ÉTABLISSEMENTS,,ADULTE,,,FOYER ESAT LE ROC CASTEL,"156, RUE DES ECOLES 34520 LE CAYLAR",,,,04 67 44 50 22,,3.318764,43.862478,"156 Rue des Ecoles, 34520 Le Caylar"
218,218,ÉTABLISSEMENTS,,ADULTE,,,FOYER ESAT LES COMPAGNONS DE MAGUELONE,DOMAINE DE MAGUELONE 34250 PALAVAS LES FLOTS,,,,04 67 50 63 63,,3.909685,43.519915,"Route de Maguelone, 34250 Palavas-les-Flots"
219,219,ÉTABLISSEMENTS,,ADULTE,,,FOYER ESAT LES HAUTES GARRIGUES," 230, ALLEE DE LESPLANADE 34380 SAINT MARTIN DE LONDRES""",,,,04 67 55 42 83,,3.713344,43.773536,"Allée des Lavandes, 34380 Saint-Martin-de-Londres"
220,220,ÉTABLISSEMENTS,,ADULTE,,,FOYER ESAT LES LAVANDES,"227, RUE DU MAS DE VILLARET  CS 35032 34076 MONTPELLIER",,,,04 67 27 10 70,,3.864538,43.591303,"227 Rue du Mas de Villaret, 34070 Montpellier"
221,221,ÉTABLISSEMENTS,,ADULTE,,,FOYER ESAT PAYS DE THAU,CS 97001 34110 FRONTIGNAN,,,,04 67 18 48 60,,3.749313,43.446357,"Frontignan, 34110 Frontignan"
222,222,ÉTABLISSEMENTS,,ADULTE,,,FOYER ESAT ROBERT BADINTER,CHEMIN DES ALICANTES 34400 LUNEL,,,,04 67 91 28 71,,4.124088,43.664082,"Chemin des Alicantes, 34400 Lunel"
223,223,ÉTABLISSEMENTS,,ADULTE,,,FOYER ESAT ROBERT FALIU,PLAISANCE 34610 SAINT GENIES DE VARENSAL,,,,04 67 23 33 23,,3.004367,43.671623,"Lieu Dit Plaisance, 34610 Saint-Geniès-de-Varensal"
